"cod_prd_ref";"note_ref";"Indicateur_moyen_Brut";"PourcNote";"PourcNoteCohorte";"PourcNoteCohorte5"
"        2021T4";6;1,05;0,0114698676448447;0,470126227208976;0
"        2022T1";1;0,300692889;0,0115604801477378;0,0833777304208844;0,156109725685786
"        2022T1";2;0,478333437;0,0144988266845458;0,184336707511987;0,345137157107232
"        2022T1";3;0,814378578;0,00874705627913683;0,0484816196057539;0,0907730673316708
"        2022T1";4;0,844673753;0,00827168404497;0,0378263185935003;0,0708229426433915
"        2022T1";5;0,992999559;0,0115126537007391;0,180074587107086;0,33715710723192
"        2022T1";6;1,05;0,0119694501854615;0,465903036760788;0
"        2022T2";1;0,284884887;0,0117820867959372;0,0824289405684755;0,150684931506849
"        2022T2";2;0,4999311;0,0160283271873952;0,197674418604651;0,36136041568257
"        2022T2";3;0,773255443;0,00908348152064209;0,0488372093023256;0,0892772791686349
"        2022T2";4;0,783884332;0,00908720219024873;0,0403100775193798;0,0736891828058573
"        2022T2";5;1,011506357;0,0117170203344801;0,177777777777778;0,324988190836089
"        2022T2";6;1,05;0,0119968245712487;0,45297157622739;0
"        2022T3";1;0,277027551;0,0104524469067405;0,0705383848454636;0,138521781693588
"        2022T3";2;0,425075602;0,0144988266845458;0,172482552342971;0,338717572197748
"        2022T3";3;0,710449808;0,0114865189599654;0,0595712861415753;0,116984826235928
"        2022T3";4;0,936334481;0,00932020737461409;0,0398803589232303;0,0783162016642193
"        2022T3";5;0,946311405;0,0113934398310569;0,166749750747757;0,327459618208517
"        2022T3";6;1,05;0,0134750414037585;0,490777666999003;0
"        2022T4";1;0,291571644;0,0116343490304709;0,0720658888126287;0,143312101910828
"        2022T4";2;0,53069097;0,0157769024472008;0,172271791352093;0,342584167424932
"        2022T4";3;0,770419935;0,00956408900850675;0,0455273392816289;0,0905368516833485
"        2022T4";4;0,845490317;0,0105434845925322;0,0414092884923358;0,0823475887170155
"        2022T4";5;0,97873322;0,0127729146088082;0,171585449553878;0,341219290263876
"        2022T4";6;1,05;0,0148711350789067;0,497140242507435;0
"        2023T1";1;0,295206001;0,0120036934441367;0,0720940550133097;0,142543859649123
"        2023T1";2;0,533874228;0,0163426081126383;0,173025732031943;0,342105263157895
"        2023T1";3;0,582488302;0,0125919161820541;0,0581188997338066;0,114912280701754
"        2023T1";4;0,994899845;0,0102522281120755;0,0390417036379769;0,0771929824561404
"        2023T1";5;0,977751983;0,0125515174222555;0,163487133984028;0,323245614035088
"        2023T1";6;1,05;0,0152475328834809;0,494232475598935;0
"        2023T2";1;0,16465061;0,0125207756232687;0,0767836919592299;0,154090909090909
"        2023T2";2;0,509202515;0,0158816627556152;0,171687429218573;0,344545454545455
"        2023T2";3;0,975126677;0,0107656077281684;0,0507361268403171;0,101818181818182
"        2023T2";4;0,861436696;0,0102522281120755;0,0398640996602492;0,08
"        2023T2";5;0,988055536;0,0119724786266562;0,159229898074745;0,319545454545455
"        2023T2";6;1,05;0,0151585661296725;0,501698754246886;0
